Cont|Denumire|Parinte|Functie|Sumator|Defalcare
168.07.08|Dobânzi aferente creditelor pe termen lung provenite din reclasificarea creditelor comerciale în împrumuturi|168.07|C|0|S
168.07.09|Dobânzi aferente altor împrumuturi si datorii asimilate - altele|168.07|C|0|S
169.01.00|Prime privind rambursarea obligatiunilor (pentru sumele ce urmeaza a fi platite în cursul exercitiului curent)|169.01|C|0|S
169.02.00|Prime privind rambursarea obligatiunilor (pentru sumele ce urmeaza a fi platite în cursul exercitiilor viitoare)|169.02|C|0|S
203.00.00|Cheltuieli de dezvoltare|203.00|D|0|S
205.00.00|Concesiuni, brevete, licente, marci comerciale, drepturi si active similare|205.00|D|0|S
206.00.00|Înregistrari ale evenimentelor cultural-sportive|206.00|D|0|S
208.01.00|Programe informatice|208.01|D|0|S
208.02.00|Alte active fixe necorporale|208.02|D|0|S
211.01.00|Terenuri|211.01|D|0|S
211.02.00|Amenajari la terenuri|211.02|D|0|S
212.01.01|Constructii - drumuri publice|212.01|D|0|S
212.01.02|Constructii - drumuri industriale si agricole|212.01|D|0|S
212.02.01|Constructii - infrastructura pentru transport feroviar|212.02|D|0|S
212.03.01|Constructii - poduri, podete, pasarele si viaducte pentru transporturi feroviare si rutiere; viaducte|212.03|D|0|S
212.04.01|Constructii - tunele|212.04|D|0|S
212.05.01|Constructii - piste pentru aeroporturi si platforme de stationare pentru avioane si autovehicule; constructii aeroportuare|212.05|D|0|S
212.06.01|Constructii - canale pentru navigatie|212.06|D|0|S
212.09.01|Constructii - alte active fixe încadrate în grupa constructii|212.09|D|0|S
213.01.00|Echipamentetehnologice (masini, utilaje si instalatii de lucru)|213.01|D|0|S
213.02.00|Aparate si instalatii de masurare, control si reglare|213.02|D|0|S
213.03.00|Mijloace de transport|213.03|D|0|S
213.04.00|Animale si plantatii|213.04|D|0|S
214.00.00|Mobilier, aparatura birotica, echipamente de protectie a valorilorumane si materiale si alte active fixe corporale|214.00|D|0|S
215.00.00|Alte active ale statului|215.00|D|0|S
231.00.00|Active fixe corporale în curs de executie|231.00|D|0|BFE
232.00.00|Avansuri acordate pentru active fixe corporale|232.00|D|0|S
233.00.00|Active fixe necorporale în curs de executie|233.00|D|0|S
234.00.00|Avansuri acordate pentru active fixe necorporale|234.00|D|0|S
260.01.00|Titluri de participare cotate|260.01|D|0|S
260.02.00|Titluri de participare necotate|260.02|D|0|S
260.03.00|Alte participatii|260.03|D|0|S
265.00.00|Alte titluri imobilizate|265.00|D|0|S
267.01.01|Împrumuturi pe termen lung acordate din Fondul special de dezvoltareaflat la dispozitia Guvernului (pentru sumele ce urmeaza a fi încasate în cursul exercitiului curent)|267.01|D|0|S
267.01.02|Împrumuturi pe termen lung acordate din disponibilitatile contului curent general al trezoreriei statului (pentru sumele ce urmeaza a fi încasate în cursul exercitiului curent)|267.01|D|0|S
267.01.03|Împrumuturi pe termen lung acordate din venituri din privatizare (pentru sumele ce urmeaza a fi încasate în cursul exercitiului curent)|267.01|D|0|S
267.01.04|Împrumuturi pe termen lung acordate din buget (pentru sumele ce urmeaza a fi încasate în cursul exercitiului curent)|267.01|D|0|S
267.01.05|Împrumuturi acordate pe termen lung (pentru sumele ce urmeaza a fi încasate în cursul exercitiului curent) - altele|267.01|D|0|S
267.01.08|Alte creante imobilizate (pentru sumele ce urmeaza a fi încasate în cursul exercitiului curent)|267.01|D|0|S
267.02.01|Împrumuturi pe termen lung acordate din Fondul special de dezvoltare aflat la dispozitia Guvernului (pentru sumele ce urmeaza a fi încasate în cursul exercitiilor viitoare)|267.02|D|0|S
267.02.02|Împrumuturi pe termen lung acordate din disponibilitatile contului curent general al trezoreriei statului (pentru sumele ce urmeaza a fi încasate în cursul exercitiilor viitoare)|267.02|D|0|S
267.02.03|Împrumuturi pe termen lung acordate din venituri din privatizare (pentru sumele ce urmeaza a fi încasate în cursul exercitiilor viitoare)|267.02|D|0|S
267.02.04|Împrumuturi pe termen lung acordate din buget (pentru sumele ce urmeaza a fi încasate în cursul exercitiilor viitoare)|267.02|D|0|S
267.02.05|Împrumuturi acordate pe termen lung (pentru sumele ce urmeaza a fi încasate în cursul exercitiilor viitoare) - altele|267.02|D|0|S
267.02.08|Alte creante imobilizate (pentru sumele ce urmeaza a fi încasate în cursul exercitiilor viitoare)|267.02|D|0|S
267.06.01|Dobânzi aferente împrumuturilor acordate pe termen lung din Fondul de dezvoltare la dispozitia Guvernului|267.06|D|0|S
267.06.02|Dobânzi aferente împrumuturilor acordate pe termen lung din contul curent general al trezoreriei statului|267.06|D|0|S
267.06.03|Dobânzi aferente împrumuturilor acordate pe termen lung din venituri din privatizare|267.06|D|0|S
267.06.04|Dobânzi aferente împrumuturilor acordate pe termen lung din buget|267.06|D|0|S
267.06.05|Dobânzi aferente împrumuturilor acordate pe termen lung - altele|267.06|D|0|S
267.06.09|Dobânzi aferente altor creante imobilizate|267.06|D|0|S
269.01.00|Varsaminte de efectuat pentru active financiare - curente|269.01|C|0|S
269.02.00|Varsaminte de efectuat pentru active financiare - necurente|269.02|C|0|S
280.03.00|Amortizarea cheltuielilor de dezvoltare|280.03|C|0|S
280.05.00|Amortizareaconcesiunilor, brevetelor, licentelor, marcilor comerciale, drepturilor si activelor similare|280.05|C|0|S
280.08.01|Amortizarea programelor informatice|280.08|B|0|S
280.08.09|Amortizarea altor active fixe necorporale|280.08|B|0|S
281.01.00|Amortizarea amenajarilor la terenuri|281.01|C|0|S
281.02.01|Amortizarea constructiilor - drumuri publice|281.02|C|0|S
281.02.02|Amortizarea constructiilor - drumuri industriale si agricole|281.02|C|0|S
281.02.03|Amortizarea constructiilor - infrastructura pentru transport feroviar|281.02|C|0|S
281.02.04|Amortizarea constructiilor - poduri, podete, pasarele si viaducte pentru transporturi feroviare si viaducte; viaducte|281.02|C|0|S
281.02.05|Amortizarea constructiilor - tunele|281.02|C|0|S
281.02.06|Amortizarea constructiilor - piste pentru aeroporturi si platforme de stationare pentru avioane si autovehicule; constructii aeroportuare|281.02|C|0|S
281.02.07|Amortizarea constructiilor - canale pentru navigatie|281.02|C|0|S
281.02.08|Amortizarea constructiilor -alte active fixe incadrate in grupa constructii|281.02|C|0|S
281.03.01|Amortizarea echipamentelor tehnologice(masini,utilaje si instalatii de lucru)|281.03|C|0|S
281.03.02|Amortizarea aparatelor si instalatiilor de masurare,control si reglare|281.03|C|0|S
281.03.03|Amortizarea mijloacelor de transport|281.03|C|0|S
281.03.04|Amortizarea animalelor si plantatiilor|281.03|C|0|S
281.04.00|Amortizarea mobilierului, aparaturii birotice, echipamentelor de protectie a valorilor umane si materiale si a altor active fixe corporale|281.04|C|0|S
290.04.00|Ajustari pentru deprecierea cheltuielilor de dezvoltare|290.04|C|0|S
290.05.00|Ajustari pentru deprecierea concesiunilor, brevetelor, licentelor, marcilor comerciale, drepturilor si activelor similare|290.05|C|0|S
290.08.01|Ajustari pentru deprecierea programelor informatice|290.08|B|0|S
290.08.09|Ajustari pentru deprecierea altor active fixe necorporale|290.08|B|0|S
291.01.00|Ajustari pentru deprecierea terenurilor si amenajarilor la terenuri|291.01|C|0|S
291.02.01|Ajustari pentru deprecierea constructiilor - drumuri publice|291.02|C|0|S
291.02.02|Ajustari pentru deprecierea constructiilor - drumuri industriale si agricole|291.02|C|0|S
291.02.03|Ajustari pentru deprecierea constructiilor - infrastructura pentru transport feroviar|291.02|C|0|S
291.02.04|Ajustari pentru deprecierea constructiilor - poduri, podete, pasarele si viaducte pentru transporturi feroviare si viaducte; viaducte|291.02|C|0|S
291.02.05|Ajustari pentru deprecierea constructiilor - tunele|291.02|C|0|S
291.02.06|Ajustari pentru deprecierea constructiilor - piste pentru aeroporturi si platforme de stationare pentru avioane si autovehicule; constructii aeroportuare|291.02|C|0|S
291.02.07|Ajustari pentru deprecierea constructiilor - canale pentru navigatie|291.02|C|0|S
291.02.08|Ajustari pentru deprecierea constructiilor - alte active fixe încadrate în grupa constructii|291.02|C|0|S
291.03.01|Ajustari pentru deprecierea echipamentelor tehnologice (masini, utilaje si instalatii de lucru)|291.03|C|0|S
291.03.02|Ajustari pentru deprecierea aparatelor si instalatiilor de masurare, control si reglare|291.03|C|0|S
291.03.03|Ajustari pentru deprecierea mijloacelor de transport|291.03|C|0|S
291.03.04|Ajustari pentru deprecierea animalelor si plantatiilor|291.03|C|0|S
291.04.00|Ajustari pentru deprecierea mobilierului, aparaturii birotice, echipamentului de protectie a valorilor umane si materiale si a altor active fixe corporale|291.04|C|0|S
293.01.00|Ajustari pentru deprecierea activelor fixe necorporale în curs de executie|293.01|C|0|S
293.02.00|Ajustari pentru deprecierea activelor fixe corporale în curs de executie|293.02|C|0|S
296.01.01|Ajustari pentru pierderea de valoare a actiunilor cotate|296.01|C|0|S
296.01.02|Ajustari pentru pierderea de valoare a actiunilor necotate|296.01|C|0|S
296.01.03|Ajustari pentru pierderea de valoare a altor participatii|296.01|C|0|S
296.02.00|Ajustari pentru pierderea de valoare a altor active financiare|296.02|C|0|S
301.00.00|Materii prime|301.00|D|0|S
302.01.00|Materiale auxiliare|302.01|D|0|S
302.02.00|Combustibili|302.02|D|0|S
302.03.00|Materiale pentru ambalat|302.03|D|0|S
302.04.00|Piese de schimb|302.04|D|0|S
302.05.00|Seminte si materiale de plantat|302.05|D|0|S
302.06.00|Furaje|302.06|D|0|S
302.07.00|Hrana|302.07|D|0|FE
302.08.00|Alte materiale consumabile|302.08|D|0|S
302.09.00|Medicamente si materiale sanitare|302.09|D|0|E
303.01.00|Materiale de natura obiectelor de inventar în magazie|303.01|D|0|S
303.02.00|Materiale de natura obiectelor de inventar în folosinta|303.02|D|0|S
304.01.00|Materiale rezerva de stat|304.01|D|0|S
304.02.00|Materiale rezerva de mobilizare|304.02|D|0|S
305.01.00|Ambalaje rezerva de stat|305.01|D|0|S
305.02.00|Ambalaje rezerva de mobilizare|305.02|D|0|S
307.00.00|Materiale date în prelucrare în institutie|307.00|D|0|S
309.00.00|Alte stocuri|309.00|D|0|S
331.00.00|Produse în curs de executie|331.00|D|0|S
332.00.00|Lucrari si servicii în curs de executie|332.00|D|0|S
341.00.00|Semifabricate|341.00|D|0|S
345.00.00|Produse finite|345.00|D|0|S
346.00.00|Produse reziduale|346.00|D|0|S
347.00.00|Bunuri confiscate sau intrate, potrivit legii, în proprietatea privata a statului|347.00|D|0|S
348.00.00|Diferente de pret la produse|348.00|B|0|S
349.00.00|Bunuri confiscate sau intrate potrivit legii, în proprietatea privata a unitatilor administrativ -teritoriale|349.00|D|0|S
351.01.00|Materii si materiale aflate la terti|351.01|D|0|S
351.02.00|Materiale de natura obiectelor de inventar aflate la terti|351.02|D|0|S
354.01.00|Semifabricate aflate la terti|354.01|D|0|S
354.05.00|Produse finite aflate la terti|354.05|D|0|S
354.06.00|Produse reziduale aflate la terti|354.06|D|0|S
356.00.00|Animale aflate la terti|356.00|D|0|S
357.00.00|Marfuri aflate la terti|357.00|D|0|S
358.00.00|Ambalaje aflate la terti|358.00|D|0|S
359.00.00|Bunuri în custodie sau în consignatie la terti|359.00|D|0|S
361.00.00|Animale si pasari|361.00|D|0|S
371.00.00|Marfuri|371.00|D|0|S
378.00.00|Diferente de pret la marfuri (adaos comercial)|378.00|C|0|S
381.00.00|Ambalaje|381.00|D|0|S
391.00.00|Ajustari pentru deprecierea materiilor prime|391.00|C|0|S
392.01.00|Ajustari pentru deprecierea materialelor consumabile|392.01|C|0|S
392.02.00|Ajustari pentru deprecierea materialelor de natura obiectelor de inventar|392.02|C|0|S
392.03.00|Ajustari pentru deprecierea materialelor rezerva de stat si de mobilizare|392.03|C|0|S
393.00.00|Ajustari pentru deprecierea productiei în curs de executie|393.00|C|0|S
394.01.00|Ajustari pentru deprecierea semifabricatelor|394.01|C|0|S
394.05.00|Ajustari pentru deprecierea produselor finite|394.05|C|0|S
394.06.00|Ajustari pentru deprecierea produselor reziduale|394.06|C|0|S
395.01.00|Ajustari pentru deprecierea materiilor si materialelor aflate la terti|395.01|C|0|S
395.02.00|Ajustari pentru deprecierea semifabricatelor aflate la terti|395.02|C|0|S
395.03.00|Ajustari pentru deprecierea produselor finite aflate la terti|395.03|C|0|S
395.04.00|Ajustari pentru deprecierea produselor reziduale aflate la terti|395.04|C|0|S
395.06.00|Ajustari pentru deprecierea animalelor aflate la terti|395.06|C|0|S
395.07.00|Ajustari pentru deprecierea marfurilor aflate la terti|395.07|C|0|S
395.08.00|Ajustari pentru deprecierea ambalajelor aflate la terti|395.08|C|0|S
396.00.00|Ajustari pentru deprecierea animalelor|396.00|C|0|S
397.01.00|Ajustari pentru deprecierea marfurilor|397.01|C|0|S
397.02.00|Ajustari pentru bunuri confiscate sau intrate, potrivit legii, în proprietatea privata a statului|397.02|C|0|S
397.03.00|Ajustari pentru bunuri confiscate sau intrate, potrivit legii, în proprietatea privata a unitatilor administrativ- teritoriale|397.03|C|0|S
398.00.00|Ajustari pentru deprecierea ambalajelor|398.00|C|0|S
401.01.00|Furnizori sub 1 an|401.01|C|0|ER
401.02.00|Furnizori peste 1 an|401.02|C|0|R
403.01.00|Efecte de platit sub 1 an|403.01|C|0|S
403.02.00|Efecte de platit peste 1 an|403.02|C|0|S
404.01.00|Furnizori de active fixe sub 1 an|404.01|C|0|BFEPR
404.02.00|Furnizori de active fixe peste 1 an|404.02|C|0|S
405.01.00|Efecte de platit pentru active fixe sub 1 an|405.01|C|0|S
405.02.00|Efecte de platit pentru active fixe peste 1 an|405.02|C|0|S
408.00.00|Furnizori - facturi nesosite|408.00|C|0|FE
409.01.01|Furnizori - debitori pentru cumparari de bunuri de natura stocurilor|409.01|D|0|S
409.01.02|Furnizori - debitori pentru prestari de servicii si executari de lucrari|409.01|D|0|S
411.01.01|Clienti cu termen sub 1 an|411.01|D|0|R
411.01.08|Clienti incerti sau în litigiu sub 1 an|411.01|D|0|F
411.02.01|Clienti cu termen peste 1 an|411.02|D|0|S
411.02.08|Clienti incerti sau în litigiu peste 1 an|411.02|D|0|R
413.01.00|Efecte de primit de la clienti sub 1 an|413.01|D|0|S
413.02.00|Efecte de primit de la clienti peste 1 an|413.02|D|0|S
418.00.00|Clienti - facturi de întocmit|418.00|D|0|S
419.00.00|Clienti - creditori|419.00|C|0|S
420.01.01|Personal - drepturi de natura salariala reprezentând sume prevazute prin hotarâri judecatoresti devenite executorii, sub 1 an|420.01|B|0|S
420.01.02|Personal - drepturi de natura salariala stabilite prin acte administrative emise de conducatorii institutiilor publice, suplimentare fata de cele stabilite prin legislatia specifica, sub 1 an|420.01|B|0|S
420.02.01|Personal - drepturi de natura salariala reprezentând sume prevazute prin hotarâri judecatoresti devenite executorii, peste 1 an|420.02|B|0|S
420.02.02|Personal - drepturi de natura salariala stabilite prin acte administrative emise de conducatorii institutiilor publice, suplimentare fata de cele stabilite prin legislatia specifica, peste 1 an|420.02|B|0|S
421.00.00|Personal - salarii datorate|421.00|B|0|E
422.01.00|Pensionari civili - pensii datorate|422.01|B|0|S
422.02.00|Pensionari militari - pensii datorate|422.02|B|0|S
423.00.00|Personal - ajutoare si indemnizatii datorate|423.00|B|0|E
424.00.00|Someri - indemnizatii datorate|424.00|B|0|S
425.00.00|Avansuri acordate personalului|425.00|B|0|S
426.01.00|Drepturi de personal neridicate - salarii|426.01|B|0|S
426.02.00|Drepturi de personal neridicate - alte drepturi|426.02|B|0|S
427.01.00|Retineri din salarii datorate tertilor|427.01|B|0|E
427.02.00|Retineri din pensii datorate tertilor|427.02|B|0|S
427.03.01|Retineri din alte drepturi datorate tertilor - de catre salariati|427.03|B|0|S
427.03.02|Retineri din alte drepturi datorate tertilor - de catre alte categorii de persoane|427.03|B|0|S
428.01.01|Alte datorii în legatura cu personalul sub 1 an|428.01|B|0|S
428.01.02|Alte creante în legatura cu personalul sub 1 an|428.01|B|0|BFE
428.02.01|Alte datorii în legatura cu personalul peste 1 an|428.02|B|0|S
428.02.02|Alte creante în legatura cu personalul peste 1 an|428.02|B|0|S
429.00.00|Bursieri si doctoranzi|429.00|B|0|S
431.01.00|Contributiileangajatorilor pentru asigurari sociale|431.01|C|0|E
431.02.00|Contributiile asiguratilor pentru asigurari sociale|431.02|C|0|E
431.03.00|Contributiileangajatorilor pentru asigurari sociale de sanatate|431.03|C|0|E
431.04.00|Contributiile asiguratilor pentru asigurari sociale de sanatate|431.04|C|0|E
431.05.00|Contributiileangajatorilor pentru accidente de munca si boli profesionale|431.05|C|0|E
431.06.00|Contributia pentru CAM|431.06|C|0|E
431.07.00|Contributiileangajatorilor pentru concedii si indemnizatii|431.07|C|0|E
437.01.00|Contributiileangajatorilor pentru asigurari de somaj|437.01|C|0|FER
437.02.00|Contributiile asiguratilor pentru asigurari de somaj|437.02|C|0|FER
437.03.00|Contributiileangajatorilor la fondul de garantare pentru plata creantelor salariale|437.03|C|0|S
438.00.00|Alte datorii sociale|438.00|C|0|FE
440.00.00|Cote defalcate din impozitul pe venit pentru echilibrarea bugetelor locale|440.00|C|0|S
441.00.00|Sume încasate pentru bugetul capitalei|441.00|C|0|S
442.03.00|Taxa pe valoarea adaugata de plata|442.03|C|0|S
442.04.00|Taxa pe valoarea adaugata de recuperat|442.04|D|0|S
442.06.00|Taxa pe valoarea adaugata deductibila|442.06|D|0|S
442.07.00|Taxa pe valoarea adaugata colectata|442.07|C|0|S
442.08.01|Taxa pe valoarea adaugata neexigibila-aferenta vanzarilor cu plata in rate|442.08|B|0|R
442.08.02|Taxa pe valoarea adaugata neexigibila-aferenta cumparaturilor cu plata in rate;|442.08|B|0|S
442.08.03|Taxa pe valoarea adaugata neexigibila-aferenta stocurilor de marfuri|442.08|B|0|S
444.00.00|Impozit pe venitul din salarii si din alte drepturi|444.00|C|0|E
446.01.00|Alte impozite, taxe si varsaminte asimilate|446.01|C|0|E
446.02.00|Impozitul pe profit|446.02|C|0|BFE
448.01.00|Alte datorii fata de buget|448.01|B|0|S
448.02.00|Alte creante privind bugetul|448.02|B|0|S
450.01.00|Sume de primit de la Comisia Europeana -PHARE, SAPARD, ISPA -|450.01|D|0|S
450.02.00|Sume de restituit Comisiei Europene -PHARE, SAPARD, ISPA|450.02|C|0|S
450.03.00|Sume declarate si solicitate ComisieiEuropene/ altor donatori- FONDURI EXTERNE NERAMBURSABILEPOSTADERARE|450.03|D|0|S
450.04.00|Sume de restituit/datorateComisiei Europene/ altor donatori -FONDURI EXTERNE NERAMBURSABILE POSTADERAREI|450.04|C|0|S
450.05.01|Sume de primit de la Comisia Europeana/alti donatori reprezentând venituri ale bugetului general consolidat - buget de stat - FONDURI EXTERNE NERAMBURSABILE POSTADERARE|450.05|D|0|S
450.05.02|Sume de primit de la Comisia Europeana/alti donatori reprezentând venituri ale bugetului general consolidat -bugetul asigurarilor sociale de stat -FONDURI EXTERNE NERAMBURSABILEPOSTADERARE|450.05|D|0|S
450.05.03|Sume de primit de la Comisia Europeana/alti donatori reprezentând venituri ale bugetului general consolidat - bugetele fondurilor speciale - FONDURI EXTERNE NERAMBURSABILE POSTADERARE|450.05|D|0|S
450.05.04|Sume de primit de la Comisia Europeana/alti donatori reprezentând venituri ale bugetului general consolidat - buget local - FONDURI EXTERNE NERAMBURSABILE POSTADERARE|450.05|D|0|S
450.05.05|Sume de primit de la Comisia Europeana/alti donatori reprezentând venituri ale bugetului general consolidat - institutii publice finantate din venituri proprii/venituri proprii si subventii - FONDURI EXTERNE NERAMBURSABILEPOSTADERARE|450.05|D|0|S
450.06.00|Sume avansate de Comisia Europeana/alti donatori - FONDURI EXTERNE NERAMBURSABILE POSTADERARE|450.06|C|0|S
450.07.00|Sume de primit de la Comisia Europeana/alti donatori datorate altor beneficiari -ONG-uri, societati comerciale,etc. - FONDURI EXTERNE NERAMBURSABILE POSTADERARE|450.07|D|0|S
451.01.00|Sume de primit de la Autoritatile de Certificare - PHARE, SAPARD, ISPA|451.01|D|0|S
451.02.00|Sume de restituit Autoritatilor deCertificare - PHARE, SAPARD, ISPA|451.02|C|0|S
451.03.00|Sume de primit de la Autoritatile de Certificare/ Ministerul Agriculturii - FONDURI EXTERNE NERAMBURSABILE POSTADERARE SI FONDURI DE LA BUGET|451.03|D|0|S
451.04.01|Sume de restituit Autoritatilor deCertificare - decertificare definitiva -FONDURI EXTERNE NERAMBURSABILE POSTADERARE SI FONDURI DE LA BUGET|451.04|C|0|S
451.04.02|Sume de restituit Autoritatilor deCertificare - deduceri procentuale definitive - FONDURI EXTERNE NERAMBURSABILE POSTADERARE SI FONDURI DE LA BUGET|451.04|C|0|S
451.04.09|Alte sume de restituit Autoritatilor de Certificare/ Ministerului Agriculturii - FONDURI EXTERNE NERAMBURSABILE POSTADERARE SI FONDURI DE LA BUGET|451.04|C|0|S
451.05.00|Sume de primit de la Agentia de Plati pentru Dezvoltare Rurala si Pescuit - FONDURI EXTERNE NERAMBURSABILE POSTADERARE SI FONDURI DE LA BUGET|451.05|D|0|S
451.06.01|Sume avansate de Autoritatile deCertificare - prefinantare - FONDURI EXTERNE NERAMBURSABILEPOSTADERARE SI FONDURI DE LA BUGET|451.06|C|0|S
451.06.02|Sume avansate de Autoritatile de Certificare pentru plati intermediare - FONDURI EXTERNE NERAMBURSABILE POSTADERARE SI FONDURI DE LA BUGET|451.06|C|0|S
451.06.03|Sume avansate de Autoritatile deCertificare din varsaminte din privatizare în cazul indisponibilitatilor temporare de fonduri externe nerambursabile postaderare|451.06|C|0|S
451.06.05|Sume de justificat Autoritatii de Certificare- decertificare definitiva - FONDURI EXTERNE NERAMBURSABILE POSTADERARE SI FONDURI DE LA BUGET|451.06|C|0|S
451.06.06|Sume de justificat Autoritatii de Certificare- deducere procentuala definitiva - FONDURI EXTERNE NERAMBURSABILE POSTADERARE SI FONDURI DE LA BUGET|451.06|C|0|S
451.06.09|Alte sume avansate de Autoritatile de Certificare - FONDURI EXTERNE NERAMBURSABILEPOSTADERARE SI FONDURI DE LA BUGET|451.06|C|0|S
452.01.00|Sume datorate Agentiilor deImplementare - PHARE, SAPARD, ISPA|452.01|C|0|S
452.02.00|Sume datorate Autoritatilor de Management/ Agentiilor de Plati - FONDURI EXTERNE NERAMBURSABILE POSTADERARE SI FONDURI DE LA BUGET|452.02|C|0|S
453.01.00|Sume de primit de la Autoritatile de Implementare - PHARE, SAPARD, ISPA -|453.01|D|0|S
453.02.00|Sume de restituit Autoritatilor de Implementare - PHARE, SAPARD, ISPA -|453.02|C|0|S
454.01.00|Sume de primit de la beneficiari - PHARE-|454.01|D|0|S
454.02.00|Sume de restituit beneficiarilor - PHARE-|454.02|C|0|S
454.03.01|Sume de recuperat de la beneficiari - institutii publice - FONDURIEXTERNE NERAMBURSABILE POSTADERARE SI FONDURI DE LA BUGET|454.03|D|0|S
454.03.02|Sume de recuperat de la beneficiari - ONG -uri, societati comerciale, etc. FONDURI EXTERNE NERAMBURSABILE POSTADERARE SI FONDURI DE LA BUGET|454.03|D|0|S
454.04.01|Sume datorate beneficiarilor- ONG-uri,societati comerciale, etc. - FONDURI EXTERNE NERAMBURSABILE POSTADERARE|454.04|C|0|S
454.04.02|Sume datorate beneficiarilor- ONG-uri,societati comerciale, etc. - FONDURI DE LA BUGET|454.04|C|0|S
454.05.01|Avansuri acordate beneficiarilor din fonduri externe nerambursabile postaderare si fonduride la buget - institutii publice finantate din bugetul local|454.05|D|0|S
454.05.02|Avansuri acordate beneficiarilor din fonduri externe nerambursabile postaderare si fonduri de la buget - institutii publice finantate din venituri proprii/venituri proprii si subventii|454.05|D|0|S
454.05.03|Avansuri acordate beneficiarilor din fonduri externe nerambursabilepostaderare si fonduri de la buget - ONG-uri, societati comerciale, etc.|454.05|D|0|S
454.05.04|Avansuri acordate beneficiarilor din fonduri externe nerambursabile postaderare si fonduri de la buget - institutiipublice finantate integral din buget|454.05|D|0|S
454.06.01|Sume datorate beneficiarilor - institutii finantate din bugetul local FONDURI EXTERNE NERAMBURSABILE POSTADERARE SI FONDURI DE LA BUGET|454.06|C|0|S
454.06.02|Sume datorate beneficiarilor - institutii finantate din venituri proprii/venituri proprii si subventii - FONDURIEXTERNE NERAMBURSABILE POSTADERARE SI FONDURI DE LA BUGET|454.06|C|0|S
454.06.03|Sume datorate beneficiarilor - institutii finantate din buget de stat, asigurari sociale de stat si fonduri speciale - FONDURI EXTERNE NERAMBURSABILE POSTADERARE SI FONDURI DE LA BUGET|454.06|C|0|S
455.01.00|Sume de primit de la buget (cofinantare, indisponibilitati temporare de fonduri de la Comisia Europeana - PHARE, SAPARD, ISPA)|455.01|D|0|S
455.02.00|Sume de restituit bugetului (cofinantare, indisponibilitati temporare de fonduri de la Comisia Europeana - PHARE, SAPARD, ISPA)|455.02|C|0|S
455.03.01|Sume de primit de la buget - prefinantare|455.03|D|0|S
455.03.02|Sume de primit de la buget - cofinantare|455.03|D|0|S
455.03.03|Sume de primit de la buget - indisponibilitati temporare de fonduri de la Comisia Europeana/alti donatori|455.03|D|0|S
455.04.01|Sume de restituit bugetului - prefinantare|455.04|C|0|S
455.04.02|Sume de restituit bugetului - cofinantare|455.04|C|0|S
455.04.03|Sume de restituit bugetului - indisponibilitati temporare de fonduri de la Comisia Europeana/alti donatori|455.04|C|0|S
455.04.04|Sume de restituit bugetului - top- up|455.04|C|0|S
455.04.09|Alte sume de restituit bugetului (dobânzi acumulate etc.)|455.04|C|0|S
455.05.01|Sume de restituit bugetului de stat din sume primite de la Comisia Europeana/alti donatori în contul platilor efectuate - FONDURI EXTERNE NERAMBURSABILE POSTADERARE|455.05|D|0|S
455.05.02|Sume de restituit bugetului asigurarilor sociale de stat din sume primite de la Comisia Europeana/alti donatori în contul platilor efectuate - FONDURI EXTERNE NERAMBURSABILE POSTADERARE|455.05|D|0|S
455.05.03|Sume de restituit bugetelor fondurilor speciale din sume primite de la Comisia Europeana/alti donatori în contul platilor efectuate - FONDURI EXTERNE NERAMBURSABILE POSTADERARE|455.05|D|0|S
456.01.00|Sume de primit de la bugetul de stat pentru cheltuieli neeligibile - PHARE, SAPARD, ISPA|456.01|D|0|S
456.03.03|Sume de primit de la bugetul de stat pentru alte cheltuieli decât cele eligibile - corectii financiare definitive - FONDURI EXTERNE NERAMBURSABILEPOSTADERARE SI FONDURI DE LA BUGET|456.03|D|0|S
456.03.09|Alte sume de primit de la bugetul de stat pentru alte cheltuieli decât cele eligibile - FONDURI EXTERNE NERAMBURSABILE POSTADERARE SI FONDURI DE LA BUGET|456.03|D|0|S
456.04.00|Sume de restituit bugetului de stat pentru alte cheltuieli decât cele eligibile - FONDURI EXTERNE NERAMBURSABILE POSTADERARE SI FONDURI DE LA BUGET|456.04|C|0|S
457.01.00|Sume de recuperat de la Agentiile de Implementare - PHARE, SAPARD, ISPA|457.01|D|0|S
457.02.01|Sume avansate Autoritatilor de Management/ Agentiilor de Plati - prefinantare - FONDURI EXTERNE NERAMBURSABILE POSTADERARE SI FONDURI DE LA BUGET|457.02|D|0|S
457.02.02|Sume avansate Autoritatilor de Management/ Agentiilor de Plati pentru plati intermediare - FONDURI EXTERNE NERAMBURSABILE POSTADERARE SI FONDURI DE LA BUGET|457.02|D|0|S
457.02.03|Sume avansate Autoritatilor de Management/ Agentiilor de Plati din varsaminte din privatizare în cazul indisponibilitatilor temporare de fonduri externe nerambursabilepostaderare|457.02|D|0|S
457.02.05|Sume de justificat de Autoritatile de Management - decertificare definitiva - FONDURI EXTERNE NERAMBURSABILEPOSTADERARE SI FONDURI DE LA BUGET|457.02|D|0|S
457.02.06|Sume de justificat de Autoritatile de Management - deduceri procentuale definitive - FONDURI EXTERNE NERAMBURSABILE POSTADERARE SI FONDURI DE LA BUGET|457.02|D|0|S
457.02.09|Alte sume de justificat Autoritatilor de Management/ Agentiilor de Plati - FONDURI EXTERNE NERAMBURSABILE POSTADERARE SI FONDURI DE LA BUGET|457.02|D|0|S
