id_gest_defa_docum_nota_model|id_gest_defa_docum|idGestCategorii|peDoc|formula_nota|ContDebit|ContCredit|repartitorDebit|repartitorCredit|codFunctional|codEconomic|idAngajamenteDefalcare|prefixExplicatie|sufixExplicatie|explicatie|id_gest_tip_material
161|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '214.01.04.2')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1295
162|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '214.01.04.3')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1296
163|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '214.01.05.1')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1298
164|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '214.01.05.2')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1299
165|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '214.01.05.3')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1300
166|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '214.02')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1301
167|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '215.02')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1304
168|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '215.03')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1305
169|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '215.04')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1306
170|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '215.05')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1307
171|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '231.01.1.1')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1312
172|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '231.01.1.2')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1313
173|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '231.01.1.3')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1314
174|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '231.01.1.4')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1315
175|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '231.02.01.1')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1318
176|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '231.02.01.2')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1319
177|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '231.02.01.3')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1320
178|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '232.03')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1322
179|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '233')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1323
180|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '234')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1324
181|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '215.01')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1303
